Gene	log10_ci_low	log10_ci_high	log10_map	group	group2
SIRT4	-5.49322757	-0.20388072	-1.25576267	Autosome	Autosome
SIRT5	-6.03837306	-2.09310774	-2.91618527	Autosome	Autosome
SIRT6	-1.31832318	-0.09344152	-0.60400631	Autosome	Autosome
SIRT7	-6.10549817	-1.83715149	-3.2135935	Autosome	Autosome
SIT1	-6.13375931	-1.70248985	-2.60109094	Autosome	Autosome
SIVA1	-1.50422893	-0.09041285	-0.74982977	Autosome	Autosome
SIX1	-3.87052425	-0.16183556	-1.22495462	Autosome	Autosome
SIX2	-2.30179238	-0.00441444	-0.80311224	Autosome	Autosome
SIX3	-2.83439138	-0.00109144	-0.83072405	Autosome	Autosome
SIX4	-1.31512086	-0.09384879	-0.65927015	Autosome	Autosome
SIX5	-5.70292056	-0.94328193	-1.66661271	Autosome	Autosome
SIX6	-1.78651492	-0.04508154	-0.75528351	Autosome	Autosome
SKA1	-6.18893524	-2.27327031	-3.81576261	Autosome	Autosome
SKA2	-6.13011608	-1.76323452	-2.77151131	Autosome	Autosome
SKA3	-6.22479527	-2.33962471	-3.77620724	Autosome	Autosome
SKAP1	-5.6894761	-1.37227444	-2.08332677	Autosome	Autosome
SKAP2	-1.79168702	-0.56688936	-1.23184937	Autosome	Autosome
SKI	-1.52057646	-0.32696828	-0.97034518	Autosome	Autosome
SKIDA1	-1.34893148	-0.09558796	-0.66549805	Autosome	Autosome
SKIL	-1.5503726	-0.50369001	-1.04337644	Autosome	Autosome
SKIV2L	-5.94944811	-1.97372387	-3.25640712	Autosome	Autosome
SKIV2L2	-1.45146285	-0.68720103	-1.08103137	Autosome	Autosome
SKP1	-1.835406	-0.04025317	-0.77109119	Autosome	Autosome
SKP2	-1.1824848	-0.07948823	-0.61547563	Autosome	Autosome
SLA	-1.27797872	-0.0891957	-0.62933241	Autosome	Autosome
SLA2	-4.04631231	-0.16236505	-1.20773933	Autosome	Autosome
SLAIN1	-1.55552521	-0.32786706	-0.99676454	Autosome	Autosome
SLAIN2	-1.66121882	-0.54571415	-1.10776055	Autosome	Autosome
SLAMF1	-5.73362551	-0.9320943	-1.67011557	Autosome	Autosome
SLAMF6	-2.75000498	-0.66777494	-1.45657267	Autosome	Autosome
SLAMF7	-5.68766312	-0.92773611	-1.65469581	Autosome	Autosome
SLAMF8	-6.2028918	-2.29807094	-3.62967531	Autosome	Autosome
SLAMF9	-5.92340558	-1.34201274	-1.92355569	Autosome	Autosome
SLBP	-3.8823045	-0.17056508	-1.2389795	Autosome	Autosome
SLC10A1	-6.17061211	-2.09985977	-3.65244864	Autosome	Autosome
SLC10A2	-6.14533517	-2.00019697	-3.48713623	Autosome	Autosome
SLC10A4	-6.16426542	-2.1084878	-3.30368053	Autosome	Autosome
SLC10A5	-6.07797441	-0.92421326	-1.71061002	Autosome	Autosome
SLC10A6	-6.09627377	-1.61692171	-2.61811216	Autosome	Autosome
SLC10A7	-6.12205998	-1.9007713	-3.27651911	Autosome	Autosome
SLC11A1	-6.00487394	-1.81551827	-2.63656926	Autosome	Autosome
SLC11A2	-5.21871103	-1.22926622	-1.93522278	Autosome	Autosome
SLC12A1	-5.99962328	-1.96433467	-2.90626239	Autosome	Autosome
SLC12A2	-1.66234222	-0.99340455	-1.34889916	Autosome	Autosome
SLC12A3	-5.98708649	-1.99768194	-3.11672122	Autosome	Autosome
SLC12A4	-2.75007182	-1.4521443	-1.85036149	Autosome	Autosome
SLC12A5	-0.89822282	-0.05282381	-0.38426939	Autosome	Autosome
SLC12A6	-1.44513788	-0.79382786	-1.12436472	Autosome	Autosome
SLC12A7	-5.83197102	-1.6969981	-2.41846807	Autosome	Autosome
SLC12A8	-6.0480235	-2.03839224	-3.47096525	Autosome	Autosome
SLC12A9	-6.13076173	-2.20176384	-3.47781271	Autosome	Autosome
SLC13A1	-6.09504496	-2.52262596	-3.53643383	Autosome	Autosome
SLC13A2	-6.15341028	-2.20350509	-3.78984022	Autosome	Autosome
SLC13A3	-5.89978367	-1.68796344	-2.30121128	Autosome	Autosome
SLC13A4	-1.85385023	-0.89276982	-1.37222283	Autosome	Autosome
SLC13A5	-5.87884833	-1.43653939	-2.15425708	Autosome	Autosome
SLC14A1	-6.15186894	-2.05306342	-2.9373235	Autosome	Autosome
SLC14A2	-6.10532077	-2.13607192	-3.40971502	Autosome	Autosome
SLC15A1	-6.02632446	-1.95020849	-2.65771167	Autosome	Autosome
SLC15A2	-6.09051404	-2.08556217	-3.14694517	Autosome	Autosome
SLC15A3	-6.241054	-2.35915079	-3.93769343	Autosome	Autosome
SLC15A4	-6.08396388	-1.87657925	-2.99988235	Autosome	Autosome
SLC16A1	-1.20478869	-0.08505257	-0.56937768	Autosome	Autosome
SLC16A10	-1.66449388	-0.33786254	-1.02115127	Autosome	Autosome
SLC16A11	-6.12320147	-1.80854175	-3.39574649	Autosome	Autosome
SLC16A12	-1.72477034	-0.34118763	-1.08729091	Autosome	Autosome
SLC16A13	-6.11599773	-1.91293251	-3.12568509	Autosome	Autosome
SLC16A14	-6.02167018	-1.64003371	-2.41350698	Autosome	Autosome
SLC16A3	-6.13184294	-1.8141996	-2.95049324	Autosome	Autosome
SLC16A4	-5.95616034	-1.59961646	-2.18544436	Autosome	Autosome
SLC16A5	-6.17433025	-2.19001136	-3.70586043	Autosome	Autosome
SLC16A6	-1.81322864	-0.32421337	-1.08831331	Autosome	Autosome
SLC16A7	-2.14990526	-0.50469381	-1.29418336	Autosome	Autosome
SLC16A9	-5.47004737	-1.12445631	-1.74897239	Autosome	Autosome
SLC17A1	-6.15035366	-2.14085253	-3.55581673	Autosome	Autosome
SLC17A2	-5.96044062	-1.7094527	-2.38452479	Autosome	Autosome
SLC17A3	-6.16226442	-2.20677813	-3.82369845	Autosome	Autosome
SLC17A4	-6.2300931	-2.80762188	-4.21988299	Autosome	Autosome
SLC17A5	-6.16695908	-2.26164474	-3.75748425	Autosome	Autosome
SLC17A6	-3.14854216	-0.94547175	-1.59205336	Autosome	Autosome
SLC17A7	-1.23898589	-0.08619688	-0.61891917	Autosome	Autosome
SLC17A8	-6.01787683	-1.7986953	-2.66843288	Autosome	Autosome
SLC17A9	-6.07964375	-2.05942607	-3.25133014	Autosome	Autosome
SLC18A1	-6.17443445	-2.22246288	-3.13941403	Autosome	Autosome
SLC18A2	-2.62575242	-0.98490911	-1.57083757	Autosome	Autosome
SLC18A3	-1.99907304	-0.01197232	-0.80792583	Autosome	Autosome
SLC18B1	-6.12073359	-2.04402589	-3.03861895	Autosome	Autosome
SLC19A1	-6.1368017	-1.97472317	-2.80985475	Autosome	Autosome
SLC19A2	-6.00682484	-1.64022536	-2.35112988	Autosome	Autosome
SLC19A3	-2.46826437	-0.45945958	-1.33694586	Autosome	Autosome
SLC1A1	-2.24022389	-1.02979311	-1.50992691	Autosome	Autosome
SLC1A2	-1.52599058	-0.32799939	-0.99960051	Autosome	Autosome
SLC1A3	-1.39988059	-0.29396267	-0.8819234	Autosome	Autosome
SLC1A4	-6.11827331	-2.06826603	-3.30436909	Autosome	Autosome
SLC1A5	-6.01697217	-1.49726978	-2.09456526	Autosome	Autosome
SLC1A6	-1.71694746	-0.34351422	-1.08272218	Autosome	Autosome
SLC1A7	-5.90127255	-1.40790674	-1.97566934	Autosome	Autosome
SLC20A1	-2.02463571	-1.08155006	-1.50133239	Autosome	Autosome
SLC20A2	-1.38200301	-0.28870422	-0.86214592	Autosome	Autosome
SLC22A1	-6.04664649	-2.05923151	-3.05338109	Autosome	Autosome
SLC22A11	-6.12291565	-2.54605706	-4.50413389	Autosome	Autosome
SLC22A12	-1.71276974	-0.5558199	-1.15150564	Autosome	Autosome
SLC22A13	-6.12551886	-2.13512541	-3.80188659	Autosome	Autosome
SLC22A14	-6.05516488	-2.08517222	-3.2888559	Autosome	Autosome
SLC22A15	-6.06909735	-1.96585201	-3.02071682	Autosome	Autosome
SLC22A16	-6.02701374	-2.08279229	-3.08974386	Autosome	Autosome
SLC22A17	-1.55240449	-0.50294947	-1.09631037	Autosome	Autosome
SLC22A18	-6.16907875	-2.09855655	-3.27418521	Autosome	Autosome
SLC22A18AS	-6.10855522	-0.64755793	-1.58313891	Autosome	Autosome
SLC22A2	-6.07991365	-1.80548318	-2.72998182	Autosome	Autosome
SLC22A23	-1.95153619	-1.01202048	-1.44874849	Autosome	Autosome
SLC22A25	-6.1996157	-2.87749123	-4.31825865	Autosome	Autosome
SLC22A3	-6.00389669	-1.78829201	-2.4352083	Autosome	Autosome
SLC22A4	-6.12202157	-2.13734879	-3.33119004	Autosome	Autosome
SLC22A5	-6.08693009	-2.09735239	-3.09754736	Autosome	Autosome
SLC22A6	-2.35416747	-0.90902117	-1.4986748	Autosome	Autosome
SLC22A7	-5.90924379	-1.70307425	-2.28926414	Autosome	Autosome
SLC22A8	-5.01811689	-0.90581655	-1.62463915	Autosome	Autosome
SLC22A9	-6.23877155	-2.35018936	-3.55497982	Autosome	Autosome
SLC23A1	-2.09292016	-0.92492095	-1.45443102	Autosome	Autosome
SLC23A2	-1.69360438	-0.72490054	-1.24511167	Autosome	Autosome
SLC23A3	-5.50560816	-1.33312979	-2.03860308	Autosome	Autosome
SLC24A1	-5.75633049	-1.62877461	-2.20003267	Autosome	Autosome
SLC24A2	-1.40978787	-0.29996797	-0.83773497	Autosome	Autosome
SLC24A3	-1.85053531	-0.89265318	-1.36776272	Autosome	Autosome
SLC24A4	-5.18897679	-1.45587907	-2.00261622	Autosome	Autosome
SLC24A5	-6.09728348	-2.09261142	-3.12131647	Autosome	Autosome
SLC25A1	-3.3838867	-0.65648364	-1.4840735	Autosome	Autosome
SLC25A11	-2.10541439	-0.52420421	-1.29740038	Autosome	Autosome
SLC25A12	-1.80541549	-1.01824743	-1.42208657	Autosome	Autosome
SLC25A13	-6.0124039	-2.06996375	-3.42803555	Autosome	Autosome
SLC25A15	-5.89351119	-1.31666659	-1.9061899	Autosome	Autosome
SLC25A16	-6.05999882	-1.84251181	-2.55202026	Autosome	Autosome
SLC25A17	-1.85830591	-0.56943085	-1.23981533	Autosome	Autosome
SLC25A18	-6.04955946	-1.71267442	-2.33744551	Autosome	Autosome
SLC25A19	-5.50248456	-0.62337369	-1.49651217	Autosome	Autosome
SLC25A2	-5.13352418	-0.25713893	-1.28561291	Autosome	Autosome
SLC25A20	-4.97317116	-1.16769527	-1.77394191	Autosome	Autosome
SLC25A21	-6.20272514	-2.24089707	-3.72884869	Autosome	Autosome
SLC25A22	-2.38640266	-0.20765409	-1.18424456	Autosome	Autosome
SLC25A23	-5.89030902	-1.62046449	-2.22269161	Autosome	Autosome
SLC25A24	-6.17880405	-2.22279884	-3.78629851	Autosome	Autosome
SLC25A25	-5.70138698	-1.33437913	-1.90833578	Autosome	Autosome
SLC25A26	-6.14826363	-2.09090415	-3.34811413	Autosome	Autosome
SLC25A27	-2.92196684	-1.1175398	-1.6622725	Autosome	Autosome
SLC25A28	-2.15540382	-0.24289657	-1.17603198	Autosome	Autosome
SLC25A29	-5.9697617	-1.20932012	-1.849402	Autosome	Autosome
SLC25A3	-2.00771767	-0.5404549	-1.29609523	Autosome	Autosome
SLC25A30	-6.05753666	-1.80689576	-2.45808822	Autosome	Autosome
SLC25A31	-5.97990971	-1.64234523	-2.37789233	Autosome	Autosome
SLC25A32	-6.20050448	-2.29371677	-3.53038987	Autosome	Autosome
SLC25A33	-6.07379162	-1.75128721	-2.63911231	Autosome	Autosome
SLC25A34	-6.14070376	-2.00528644	-3.03594455	Autosome	Autosome
SLC25A35	-6.13346986	-2.18536189	-3.67129597	Autosome	Autosome
SLC25A36	-6.05441125	-1.7600212	-2.40726749	Autosome	Autosome
SLC25A37	-2.49451685	-0.18614195	-1.19815217	Autosome	Autosome
SLC25A38	-5.87449546	-1.43897551	-2.0203052	Autosome	Autosome
SLC25A39	-5.43333675	-1.29416439	-1.88073515	Autosome	Autosome
SLC25A4	-1.99222155	-0.01356647	-0.79879206	Autosome	Autosome
SLC25A40	-6.179442	-2.15174489	-3.30788178	Autosome	Autosome
SLC25A41	-6.2079951	-2.27429341	-3.62105689	Autosome	Autosome
SLC25A42	-1.78310329	-0.3370204	-1.08122403	Autosome	Autosome
SLC25A44	-5.70631132	-1.28445572	-1.87204756	Autosome	Autosome
SLC25A45	-6.21156666	-2.34456509	-3.69099196	Autosome	Autosome
SLC25A46	-4.55506914	-1.00260322	-1.67079896	Autosome	Autosome
SLC25A47	-6.19684099	-2.28110454	-3.50307656	Autosome	Autosome
SLC25A48	-6.25621357	-2.39139407	-4.58975495	Autosome	Autosome
SLC25A51	-2.04643567	-0.27941854	-1.14780593	Autosome	Autosome
SLC25A52	-2.70202135	-0.00318725	-0.82139389	Autosome	Autosome
SLC26A1	-6.00980096	-1.65462625	-2.44143517	Autosome	Autosome
SLC26A10	-6.19677611	-2.8376338	-3.77083815	Autosome	Autosome
SLC26A11	-6.13522826	-2.11644814	-3.11608428	Autosome	Autosome
SLC26A2	-6.20149347	-2.31384191	-3.92644539	Autosome	Autosome
SLC26A3	-5.62433565	-1.44085119	-2.14220387	Autosome	Autosome
SLC26A4	-6.04200421	-2.07260089	-3.52683609	Autosome	Autosome
SLC26A5	-2.49757709	-1.27952005	-1.69133416	Autosome	Autosome
SLC26A6	-2.99260014	-1.25407779	-1.74768097	Autosome	Autosome
SLC26A7	-4.77364746	-1.32396205	-1.88424976	Autosome	Autosome
SLC26A8	-6.00866526	-2.10685458	-3.12360666	Autosome	Autosome
SLC26A9	-1.65050727	-0.69737119	-1.19362534	Autosome	Autosome
SLC27A1	-6.10180913	-2.06378243	-3.40935964	Autosome	Autosome
SLC27A2	-6.1372976	-2.08735994	-3.08165601	Autosome	Autosome
SLC27A3	-6.06795525	-2.05803007	-3.22619856	Autosome	Autosome
SLC27A4	-6.13561363	-2.2316328	-3.76274065	Autosome	Autosome
SLC27A5	-6.18110556	-2.32481625	-3.46742049	Autosome	Autosome
SLC27A6	-6.11887278	-1.98048101	-3.42813136	Autosome	Autosome
SLC28A1	-6.11639102	-2.1537195	-3.54308349	Autosome	Autosome
SLC28A2	-6.15510092	-2.24362942	-3.6776626	Autosome	Autosome
SLC28A3	-6.06475933	-1.95185089	-2.96304309	Autosome	Autosome
SLC29A1	-5.00442655	-0.91007298	-1.62292339	Autosome	Autosome
SLC29A2	-6.20306206	-2.31293955	-3.67872106	Autosome	Autosome
SLC29A3	-6.16934593	-2.10256947	-3.06426117	Autosome	Autosome
SLC29A4	-5.83236347	-1.34567432	-1.91497872	Autosome	Autosome
SLC2A1	-1.30476736	-0.09294934	-0.63870565	Autosome	Autosome
SLC2A10	-6.18456645	-2.11499842	-3.25125888	Autosome	Autosome
SLC2A11	-6.17797972	-2.33364963	-3.67417751	Autosome	Autosome
SLC2A12	-1.82291425	-0.57316717	-1.21024754	Autosome	Autosome
SLC2A13	-1.15604339	-0.08108596	-0.57395425	Autosome	Autosome
SLC2A14	-2.8132927	-0.68090337	-1.46470797	Autosome	Autosome
SLC2A2	-5.73564054	-1.55977745	-2.1363192	Autosome	Autosome
SLC2A3	-5.382186	-1.07229518	-1.71969247	Autosome	Autosome
SLC2A4	-1.660522	-0.54092667	-1.13369872	Autosome	Autosome
SLC2A4RG	-5.14691892	-0.27201276	-1.31593769	Autosome	Autosome
SLC2A5	-6.10550365	-1.95023071	-3.23057076	Autosome	Autosome
SLC2A6	-1.74433528	-0.34802014	-1.08477504	Autosome	Autosome
SLC2A7	-6.08132034	-2.0967697	-3.56196725	Autosome	Autosome
SLC2A8	-6.08428147	-2.01489326	-2.96389268	Autosome	Autosome
SLC2A9	-5.25652529	-1.04553171	-1.69523513	Autosome	Autosome
SLC30A1	-1.53056118	-0.09171198	-0.76981827	Autosome	Autosome
SLC30A10	-1.59389322	-0.08311608	-0.71620365	Autosome	Autosome
SLC30A2	-5.24680013	-0.93435765	-1.63514577	Autosome	Autosome
SLC30A3	-1.3814846	-0.09792979	-0.72123878	Autosome	Autosome
SLC30A4	-1.93369418	-0.55651782	-1.27726034	Autosome	Autosome
SLC30A5	-5.40918304	-1.42286862	-1.99107872	Autosome	Autosome
SLC30A6	-2.29348863	-1.24366197	-1.636674	Autosome	Autosome
SLC30A7	-6.09080645	-1.82318313	-2.8078038	Autosome	Autosome
SLC30A8	-6.14002399	-2.15689801	-3.81759902	Autosome	Autosome
SLC30A9	-5.40589197	-1.48273669	-2.02889452	Autosome	Autosome
SLC31A1	-5.36160156	-0.31765233	-1.33188366	Autosome	Autosome
SLC31A2	-6.12922064	-1.55516399	-2.58605933	Autosome	Autosome
SLC32A1	-1.47628167	-0.09030006	-0.78158539	Autosome	Autosome
SLC33A1	-4.59955711	-0.85365227	-1.58835287	Autosome	Autosome
SLC34A1	-6.13464115	-2.01818108	-3.52768089	Autosome	Autosome
SLC34A2	-6.04075696	-1.74388765	-2.48738446	Autosome	Autosome
SLC34A3	-6.07136521	-2.10582113	-3.13235919	Autosome	Autosome
SLC35A1	-1.4204863	-0.09857743	-0.67144456	Autosome	Autosome
SLC35A3	-4.70811007	-0.70416079	-1.51085709	Autosome	Autosome
SLC35A4	-5.28522286	-0.56364066	-1.46522648	Autosome	Autosome
SLC35A5	-6.09451483	-1.85400965	-2.66213122	Autosome	Autosome
SLC35B1	-5.71443822	-1.05605427	-1.72379996	Autosome	Autosome
SLC35B2	-1.94767893	-0.54901511	-1.24584941	Autosome	Autosome
SLC35B3	-6.17467079	-2.17929041	-3.48802651	Autosome	Autosome
SLC35B4	-6.12946865	-2.02765705	-3.12957515	Autosome	Autosome
SLC35C1	-5.38882668	-0.30439925	-1.3311165	Autosome	Autosome
SLC35C2	-5.71101844	-0.91793136	-1.6474101	Autosome	Autosome
SLC35D1	-3.06778411	-0.65283948	-1.46305668	Autosome	Autosome
SLC35D2	-6.01357966	-1.55074907	-2.14501633	Autosome	Autosome
SLC35D3	-1.65365706	-0.07444483	-0.76718933	Autosome	Autosome
SLC35E1	-3.96748124	-0.41395038	-1.39644747	Autosome	Autosome
SLC35E2	-6.27036688	-2.3452101	-3.84358954	Autosome	Autosome
SLC35E3	-6.16747284	-2.23546032	-4.13236267	Autosome	Autosome
SLC35E4	-6.20561875	-2.26049856	-3.69995152	Autosome	Autosome
SLC35F1	-1.14384678	-0.08010295	-0.48974343	Autosome	Autosome
SLC35F2	-6.15000763	-2.20706687	-3.94287599	Autosome	Autosome
SLC35F3	-1.52793077	-0.3227742	-0.94801867	Autosome	Autosome
SLC35F4	-2.25549008	-0.51281347	-1.32033178	Autosome	Autosome
SLC35F5	-5.63001164	-1.33247795	-2.04162628	Autosome	Autosome
SLC35F6	-5.74458347	-0.93606284	-1.65784618	Autosome	Autosome
SLC35G1	-1.51265122	-0.09044642	-0.71100473	Autosome	Autosome
SLC35G2	-5.9412762	-1.04100796	-1.72433348	Autosome	Autosome
SLC35G6	-6.18513494	-2.14164777	-3.69046888	Autosome	Autosome
SLC36A1	-2.01188711	-0.91511594	-1.43658689	Autosome	Autosome
SLC36A2	-6.08486229	-1.88956142	-2.90169211	Autosome	Autosome
SLC36A3	-5.82595596	-1.39475993	-1.96293708	Autosome	Autosome
SLC36A4	-6.23969923	-2.41063403	-3.4766347	Autosome	Autosome
SLC37A1	-2.16909106	-1.20242208	-1.60163024	Autosome	Autosome
SLC37A2	-6.03704324	-2.09252625	-3.51027139	Autosome	Autosome
SLC37A3	-6.00111578	-1.82572352	-2.59041555	Autosome	Autosome
SLC37A4	-6.14714567	-2.10063504	-3.16826565	Autosome	Autosome
SLC38A1	-1.65764552	-0.53593359	-1.13213371	Autosome	Autosome
SLC38A10	-6.08686034	-2.11957352	-3.16451064	Autosome	Autosome
SLC38A11	-6.12489828	-1.96826386	-3.09812622	Autosome	Autosome
SLC38A2	-1.24163443	-0.08875588	-0.58070622	Autosome	Autosome
SLC38A4	-1.12427905	-0.07702467	-0.5415061	Autosome	Autosome
SLC38A6	-6.16056774	-2.28636495	-3.53703524	Autosome	Autosome
SLC38A7	-5.86352155	-1.52894926	-2.10156225	Autosome	Autosome
SLC38A8	-6.23317652	-2.38278741	-3.79122571	Autosome	Autosome
SLC38A9	-1.25024166	-0.09171169	-0.5962132	Autosome	Autosome
SLC39A1	-5.70552841	-0.69122615	-1.53197604	Autosome	Autosome
SLC39A10	-6.01311873	-1.75830167	-2.59056548	Autosome	Autosome
SLC39A11	-6.1693367	-2.17522104	-3.52316602	Autosome	Autosome
SLC39A12	-4.92668373	-1.22102292	-1.80154112	Autosome	Autosome
SLC39A13	-6.11906117	-1.8923358	-2.82136855	Autosome	Autosome
SLC39A14	-2.28592094	-0.49766666	-1.3335824	Autosome	Autosome
SLC39A2	-6.08143742	-1.93832717	-2.99549392	Autosome	Autosome
SLC39A3	-5.45835458	-0.01385295	-0.95712527	Autosome	Autosome
SLC39A4	-6.11403002	-1.96396621	-2.84594626	Autosome	Autosome
SLC39A5	-6.0678989	-2.07601801	-3.03587899	Autosome	Autosome
SLC39A6	-4.71350147	-1.29171161	-1.86001015	Autosome	Autosome
SLC39A7	-6.08881472	-1.8362589	-2.78587261	Autosome	Autosome
SLC39A8	-1.37879011	-0.09237882	-0.6660198	Autosome	Autosome
SLC39A9	-1.40627638	-0.092439	-0.69326009	Autosome	Autosome
SLC3A1	-6.04818183	-2.015047	-3.09192645	Autosome	Autosome
SLC3A2	-5.45143259	-1.29667419	-1.87903304	Autosome	Autosome
SLC40A1	-1.50557725	-0.47851659	-1.03812396	Autosome	Autosome
SLC41A1	-1.68257098	-0.54107714	-1.13993967	Autosome	Autosome
SLC41A2	-1.88339204	-0.56679068	-1.28470626	Autosome	Autosome
SLC41A3	-6.12255912	-2.06192559	-3.15467798	Autosome	Autosome
SLC43A1	-5.62459808	-1.43637437	-2.01868831	Autosome	Autosome
SLC43A2	-1.848259	-0.76630802	-1.3582812	Autosome	Autosome
SLC43A3	-4.92222584	-1.15536683	-1.75490038	Autosome	Autosome
SLC44A1	-1.48409836	-0.47382021	-0.99388841	Autosome	Autosome
SLC44A2	-2.06321518	-1.14904162	-1.53505926	Autosome	Autosome
SLC44A3	-6.14081559	-2.22761002	-3.59432407	Autosome	Autosome
SLC44A4	-6.04395519	-2.1200055	-3.31655944	Autosome	Autosome
SLC44A5	-2.52583424	-1.40676309	-1.77409945	Autosome	Autosome
SLC45A1	-6.16146312	-2.19539619	-3.71892976	Autosome	Autosome
SLC45A2	-6.16407891	-2.20620113	-3.55571312	Autosome	Autosome
SLC45A3	-4.56579626	-0.44356357	-1.40120018	Autosome	Autosome
SLC45A4	-1.94673462	-0.77057684	-1.37766208	Autosome	Autosome
SLC46A1	-1.47636675	-0.09192015	-0.78652632	Autosome	Autosome
SLC46A2	-6.1717378	-2.17902669	-3.4925807	Autosome	Autosome
SLC46A3	-6.03347383	-2.07542903	-3.18368158	Autosome	Autosome
SLC47A1	-5.73341547	-1.48553881	-2.06914608	Autosome	Autosome
SLC47A2	-6.09232969	-2.05824117	-3.01165465	Autosome	Autosome
SLC48A1	-5.69085878	-0.06283705	-1.00111648	Autosome	Autosome
SLC4A1	-1.7335422	-0.92849812	-1.340898	Autosome	Autosome
SLC4A10	-1.56693651	-0.83981105	-1.21326088	Autosome	Autosome
SLC4A11	-6.18184479	-2.69486184	-4.39508562	Autosome	Autosome
SLC4A1AP	-6.03640271	-1.93553002	-2.89895767	Autosome	Autosome
SLC4A2	-1.54666632	-0.82489997	-1.21275113	Autosome	Autosome
SLC4A3	-1.71237169	-1.01509673	-1.38162462	Autosome	Autosome
SLC4A4	-1.20294235	-0.2326405	-0.72148443	Autosome	Autosome
SLC4A5	-6.01717854	-1.95391118	-2.83591402	Autosome	Autosome
SLC4A7	-1.99772708	-1.32005727	-1.58764185	Autosome	Autosome
SLC4A8	-1.42444956	-0.58347707	-1.01170761	Autosome	Autosome
SLC4A9	-6.12395289	-2.07886279	-3.20495766	Autosome	Autosome
SLC50A1	-6.00340992	-1.3515874	-1.93523056	Autosome	Autosome
SLC51A	-5.60869704	-1.16408017	-1.78591351	Autosome	Autosome
SLC51B	-5.85284833	-0.12776011	-1.07093538	Autosome	Autosome
SLC52A1	-6.17291162	-2.00786957	-3.3810886	Autosome	Autosome
SLC52A2	-6.09020525	-1.61398781	-2.19890466	Autosome	Autosome
SLC52A3	-6.16875191	-1.99667374	-3.22154844	Autosome	Autosome
SLC5A1	-5.83763019	-1.65641106	-2.22411721	Autosome	Autosome
SLC5A10	-6.0490245	-2.06925042	-3.18736337	Autosome	Autosome
SLC5A11	-6.09645967	-2.23083285	-3.57608279	Autosome	Autosome
SLC5A12	-3.23467976	-1.25664249	-1.7756212	Autosome	Autosome
SLC5A2	-6.1352075	-2.15960175	-3.3179658	Autosome	Autosome
SLC5A4	-6.19271988	-2.78408351	-3.83145735	Autosome	Autosome
SLC5A5	-3.45707306	-1.09369313	-1.68417272	Autosome	Autosome
SLC5A6	-1.49199683	-0.48438231	-1.02234286	Autosome	Autosome
SLC5A7	-2.6321637	-1.07139804	-1.60583398	Autosome	Autosome
SLC5A8	-5.98210249	-1.76136974	-2.39308527	Autosome	Autosome
SLC5A9	-6.30101596	-3.37513291	-5.20344101	Autosome	Autosome
SLC6A1	-1.13503812	-0.08076213	-0.49056376	Autosome	Autosome
SLC6A11	-5.47853226	-1.39500522	-1.96791797	Autosome	Autosome
SLC6A12	-2.30136981	-1.09517683	-1.55891474	Autosome	Autosome
SLC6A13	-6.16400827	-2.21685647	-3.5624764	Autosome	Autosome
SLC6A15	-2.33352598	-1.09942827	-1.57045793	Autosome	Autosome
SLC6A16	-6.11885991	-2.15266277	-3.43671172	Autosome	Autosome
SLC6A17	-2.04021179	-0.92336092	-1.4283911	Autosome	Autosome
SLC6A19	-6.02545133	-2.04443485	-3.20785938	Autosome	Autosome
SLC6A2	-2.41827847	-1.09202085	-1.57726656	Autosome	Autosome
SLC6A20	-6.02955818	-2.02776834	-3.21483158	Autosome	Autosome
SLC6A3	-4.25456377	-1.12164453	-1.79885882	Autosome	Autosome
SLC6A4	-1.48287534	-0.47275106	-1.01499569	Autosome	Autosome
SLC6A5	-6.09434663	-2.09229881	-3.09534371	Autosome	Autosome
SLC6A6	-1.1376945	-0.07812863	-0.5682318	Autosome	Autosome
SLC6A7	-5.69100538	-1.53632822	-2.10640337	Autosome	Autosome
SLC6A9	-3.09038129	-1.20780198	-1.72644458	Autosome	Autosome
SLC7A1	-1.270793	-0.08937276	-0.62464407	Autosome	Autosome
SLC7A10	-6.01808184	-1.62578459	-2.36273781	Autosome	Autosome
SLC7A11	-5.35974717	-1.26801646	-1.85254942	Autosome	Autosome
SLC7A13	-6.17876005	-1.97197057	-4.98236511	Autosome	Autosome
SLC7A14	-2.002167	-0.91890872	-1.43197324	Autosome	Autosome
SLC7A2	-5.85146901	-1.60664288	-2.22314506	Autosome	Autosome
SLC7A4	-6.23078484	-2.32103767	-3.81926895	Autosome	Autosome
SLC7A5	-3.25085635	-0.67749971	-1.47778535	Autosome	Autosome
SLC7A6	-6.20016845	-2.27279245	-3.50747732	Autosome	Autosome
SLC7A6OS	-1.41710542	-0.09480464	-0.73920291	Autosome	Autosome
SLC7A7	-6.16799116	-2.19028049	-3.25657875	Autosome	Autosome
SLC7A8	-5.9319771	-1.62210377	-2.19109423	Autosome	Autosome
SLC7A9	-6.14744009	-2.21208801	-3.76936759	Autosome	Autosome
SLC8A1	-1.67134485	-0.7160163	-1.21869736	Autosome	Autosome
